"actualPopSize","adaptiveDesignNY","addOnNY","ageGroup","blindingSchema","controlType","plannedPopSize","sdtmtermNY","sexGroup","siteid","studyBegin","studyEnd","studyid"
"254","N","N","ADULT","DOUBLE_BLIND","PLACEBO","300","N","BOTH","710","2012-07-06","2015-03-05","CDISCPILOT01"
